date,product,units,unit_price,revenue,region,category,transaction_id
2026-02-28,Pique Polo T-Shirt,7,599.0,4193.0,Bengaluru,,#1347
2026-02-28,Printed A-Line Kurti,14,799.0,11186.0,Bengaluru,,#1347
2026-03-01,Oversized Cotton Tee,5,349.0,1745.0,Delhi,,#1354
2026-03-01,Pique Polo T-Shirt,11,599.0,6589.0,Delhi,,#1354
2026-03-01,Printed A-Line Kurti,19,799.0,15181.0,Delhi,,#1354
2026-03-01,Rayon Crop Top,6,399.0,2394.0,Delhi,,#1354
2026-03-01,Straight Fit Denim Jeans,12,1499.0,17988.0,Delhi,,#1354
2026-03-01,Linen Blend Casual Shirt,3,999.0,2997.0,Delhi,,#1355
2026-03-01,Oversized Cotton Tee,5,349.0,1745.0,Delhi,,#1355
2026-03-01,Pique Polo T-Shirt,11,599.0,6589.0,Delhi,,#1355
2026-03-01,Printed A-Line Kurti,19,799.0,15181.0,Delhi,,#1355
2026-03-01,Rayon Crop Top,6,399.0,2394.0,Delhi,,#1355
2026-03-01,Straight Fit Denim Jeans,12,1499.0,17988.0,Delhi,,#1355
2026-03-01,Oversized Cotton Tee,4,349.0,1396.0,Mumbai,,#1356
2026-03-01,Linen Blend Casual Shirt,10,999.0,9990.0,Mumbai,,#1357
2026-03-01,Pique Polo T-Shirt,9,599.0,5391.0,Mumbai,,#1356
2026-03-01,Printed A-Line Kurti,17,799.0,13583.0,Mumbai,,#1356
2026-03-01,Rayon Crop Top,7,399.0,2793.0,Mumbai,,#1356
2026-03-01,Straight Fit Denim Jeans,6,1499.0,8994.0,Mumbai,,#1356
2026-03-01,Straight Fit Denim Jeans,6,1499.0,8994.0,Mumbai,,#1357
2026-03-01,Rayon Crop Top,7,399.0,2793.0,Mumbai,,#1357
2026-03-01,Printed A-Line Kurti,17,799.0,13583.0,Mumbai,,#1357
2026-03-01,Oversized Cotton Tee,4,349.0,1396.0,Mumbai,,#1357
2026-03-01,Linen Blend Casual Shirt,10,999.0,9990.0,Mumbai,,#1356
2026-03-01,Linen Blend Casual Shirt,3,999.0,2997.0,Delhi,,#1354
2026-03-01,Pique Polo T-Shirt,9,599.0,5391.0,Mumbai,,#1357
2026-03-01,Rayon Crop Top,10,399.0,3990.0,Chennai,,#1353
2026-03-01,Oversized Cotton Tee,8,349.0,2792.0,Bengaluru,,#1346
2026-03-01,Pique Polo T-Shirt,7,599.0,4193.0,Bengaluru,,#1346
2026-03-01,Printed A-Line Kurti,18,799.0,14382.0,Bengaluru,,#1346
2026-03-01,Rayon Crop Top,7,399.0,2793.0,Bengaluru,,#1346
2026-03-01,Straight Fit Denim Jeans,6,1499.0,8994.0,Bengaluru,,#1346
2026-03-01,Linen Blend Casual Shirt,6,999.0,5994.0,Bengaluru,,#1351
2026-03-01,Oversized Cotton Tee,8,349.0,2792.0,Bengaluru,,#1351
2026-03-01,Pique Polo T-Shirt,7,599.0,4193.0,Bengaluru,,#1351
2026-03-01,Printed A-Line Kurti,18,799.0,14382.0,Bengaluru,,#1351
2026-03-01,Rayon Crop Top,7,399.0,2793.0,Bengaluru,,#1351
2026-03-01,Linen Blend Casual Shirt,6,999.0,5994.0,Bengaluru,,#1346
2026-03-01,Linen Blend Casual Shirt,5,999.0,4995.0,Chennai,,#1352
2026-03-01,Straight Fit Denim Jeans,6,1499.0,8994.0,Bengaluru,,#1351
2026-03-01,Printed A-Line Kurti,11,799.0,8789.0,Chennai,,#1353
2026-03-01,Pique Polo T-Shirt,7,599.0,4193.0,Chennai,,#1353
2026-03-01,Oversized Cotton Tee,10,349.0,3490.0,Chennai,,#1353
2026-03-01,Linen Blend Casual Shirt,5,999.0,4995.0,Chennai,,#1353
2026-03-01,Straight Fit Denim Jeans,1,1499.0,1499.0,Chennai,,#1353
2026-03-01,Rayon Crop Top,10,399.0,3990.0,Chennai,,#1352
2026-03-01,Printed A-Line Kurti,11,799.0,8789.0,Chennai,,#1352
2026-03-01,Pique Polo T-Shirt,7,599.0,4193.0,Chennai,,#1352
2026-03-01,Oversized Cotton Tee,10,349.0,3490.0,Chennai,,#1352
2026-03-01,Straight Fit Denim Jeans,1,1499.0,1499.0,Chennai,,#1352
2026-03-02,Oversized Cotton Tee,12,349.0,4188.0,Delhi,,#1362
2026-03-02,Pique Polo T-Shirt,8,599.0,4792.0,Delhi,,#1362
2026-03-02,Printed A-Line Kurti,22,799.0,17578.0,Delhi,,#1362
2026-03-02,Rayon Crop Top,10,399.0,3990.0,Delhi,,#1362
2026-03-02,Straight Fit Denim Jeans,9,1499.0,13491.0,Delhi,,#1362
2026-03-02,Linen Blend Casual Shirt,11,999.0,10989.0,Delhi,,#1363
2026-03-02,Oversized Cotton Tee,12,349.0,4188.0,Delhi,,#1363
2026-03-02,Pique Polo T-Shirt,8,599.0,4792.0,Delhi,,#1363
2026-03-02,Printed A-Line Kurti,22,799.0,17578.0,Delhi,,#1363
2026-03-02,Rayon Crop Top,10,399.0,3990.0,Delhi,,#1363
2026-03-02,Straight Fit Denim Jeans,9,1499.0,13491.0,Delhi,,#1363
2026-03-02,Oversized Cotton Tee,19,349.0,6631.0,Mumbai,,#1364
2026-03-02,Pique Polo T-Shirt,7,599.0,4193.0,Mumbai,,#1364
2026-03-02,Printed A-Line Kurti,31,799.0,24769.0,Mumbai,,#1364
2026-03-02,Rayon Crop Top,19,399.0,7581.0,Mumbai,,#1364
2026-03-02,Linen Blend Casual Shirt,13,999.0,12987.0,Mumbai,,#1365
2026-03-02,Oversized Cotton Tee,19,349.0,6631.0,Mumbai,,#1365
2026-03-02,Pique Polo T-Shirt,7,599.0,4193.0,Mumbai,,#1365
2026-03-02,Printed A-Line Kurti,31,799.0,24769.0,Mumbai,,#1365
2026-03-02,Rayon Crop Top,19,399.0,7581.0,Mumbai,,#1365
2026-03-02,Linen Blend Casual Shirt,11,999.0,10989.0,Delhi,,#1362
2026-03-02,Straight Fit Denim Jeans,7,1499.0,10493.0,Mumbai,,#1365
2026-03-02,Linen Blend Casual Shirt,13,999.0,12987.0,Mumbai,,#1364
2026-03-02,Straight Fit Denim Jeans,7,1499.0,10493.0,Mumbai,,#1364
2026-03-02,Straight Fit Denim Jeans,11,1499.0,16489.0,Chennai,,#1361
2026-03-02,Printed A-Line Kurti,22,799.0,17578.0,Chennai,,#1361
2026-03-02,Rayon Crop Top,10,399.0,3990.0,Chennai,,#1361
2026-03-02,Linen Blend Casual Shirt,6,999.0,5994.0,Bengaluru,,#1358
2026-03-02,Oversized Cotton Tee,12,349.0,4188.0,Bengaluru,,#1358
2026-03-02,Pique Polo T-Shirt,16,599.0,9584.0,Bengaluru,,#1358
2026-03-02,Printed A-Line Kurti,10,799.0,7990.0,Bengaluru,,#1358
2026-03-02,Rayon Crop Top,12,399.0,4788.0,Bengaluru,,#1358
2026-03-02,Linen Blend Casual Shirt,6,999.0,5994.0,Bengaluru,,#1359
2026-03-02,Oversized Cotton Tee,12,349.0,4188.0,Bengaluru,,#1359
2026-03-02,Pique Polo T-Shirt,16,599.0,9584.0,Bengaluru,,#1359
2026-03-02,Printed A-Line Kurti,10,799.0,7990.0,Bengaluru,,#1359
2026-03-02,Straight Fit Denim Jeans,16,1499.0,23984.0,Bengaluru,,#1358
2026-03-02,Straight Fit Denim Jeans,16,1499.0,23984.0,Bengaluru,,#1359
2026-03-02,Linen Blend Casual Shirt,13,999.0,12987.0,Chennai,,#1360
2026-03-02,Oversized Cotton Tee,14,349.0,4886.0,Chennai,,#1360
2026-03-02,Pique Polo T-Shirt,8,599.0,4792.0,Chennai,,#1360
2026-03-02,Printed A-Line Kurti,22,799.0,17578.0,Chennai,,#1360
2026-03-02,Rayon Crop Top,10,399.0,3990.0,Chennai,,#1360
2026-03-02,Straight Fit Denim Jeans,11,1499.0,16489.0,Chennai,,#1360
2026-03-02,Linen Blend Casual Shirt,13,999.0,12987.0,Chennai,,#1361
2026-03-02,Oversized Cotton Tee,14,349.0,4886.0,Chennai,,#1361
2026-03-02,Rayon Crop Top,12,399.0,4788.0,Bengaluru,,#1359
2026-03-02,Pique Polo T-Shirt,8,599.0,4792.0,Chennai,,#1361
2026-03-03,Rayon Crop Top,22,399.0,8778.0,Delhi,,#1371
2026-03-03,Printed A-Line Kurti,22,799.0,17578.0,Delhi,,#1371
2026-03-03,Pique Polo T-Shirt,9,599.0,5391.0,Delhi,,#1371
2026-03-03,Oversized Cotton Tee,12,349.0,4188.0,Delhi,,#1371
2026-03-03,Pique Polo T-Shirt,9,599.0,5391.0,Delhi,,#1370
2026-03-03,Straight Fit Denim Jeans,10,1499.0,14990.0,Delhi,,#1370
2026-03-03,Rayon Crop Top,22,399.0,8778.0,Delhi,,#1370
2026-03-03,Printed A-Line Kurti,22,799.0,17578.0,Delhi,,#1370
2026-03-03,Straight Fit Denim Jeans,10,1499.0,14990.0,Delhi,,#1371
2026-03-03,Linen Blend Casual Shirt,10,999.0,9990.0,Delhi,,#1371
2026-03-03,Linen Blend Casual Shirt,11,999.0,10989.0,Mumbai,,#1372
2026-03-03,Straight Fit Denim Jeans,13,1499.0,19487.0,Mumbai,,#1373
2026-03-03,Pique Polo T-Shirt,19,599.0,11381.0,Mumbai,,#1372
2026-03-03,Printed A-Line Kurti,24,799.0,19176.0,Mumbai,,#1372
2026-03-03,Rayon Crop Top,18,399.0,7182.0,Mumbai,,#1372
2026-03-03,Straight Fit Denim Jeans,13,1499.0,19487.0,Mumbai,,#1372
2026-03-03,Linen Blend Casual Shirt,11,999.0,10989.0,Mumbai,,#1373
2026-03-03,Oversized Cotton Tee,13,349.0,4537.0,Mumbai,,#1373
2026-03-03,Pique Polo T-Shirt,19,599.0,11381.0,Mumbai,,#1373
2026-03-03,Printed A-Line Kurti,24,799.0,19176.0,Mumbai,,#1373
2026-03-03,Rayon Crop Top,18,399.0,7182.0,Mumbai,,#1373
2026-03-03,Oversized Cotton Tee,12,349.0,4188.0,Delhi,,#1370
2026-03-03,Oversized Cotton Tee,13,349.0,4537.0,Mumbai,,#1372
2026-03-03,Linen Blend Casual Shirt,10,999.0,9990.0,Delhi,,#1370
2026-03-03,Pique Polo T-Shirt,17,599.0,10183.0,Chennai,,#1369
2026-03-03,Rayon Crop Top,14,399.0,5586.0,Chennai,,#1369
2026-03-03,Oversized Cotton Tee,15,349.0,5235.0,Bengaluru,,#1366
2026-03-03,Pique Polo T-Shirt,11,599.0,6589.0,Bengaluru,,#1366
2026-03-03,Printed A-Line Kurti,22,799.0,17578.0,Bengaluru,,#1366
2026-03-03,Rayon Crop Top,10,399.0,3990.0,Bengaluru,,#1366
2026-03-03,Straight Fit Denim Jeans,17,1499.0,25483.0,Bengaluru,,#1366
2026-03-03,Linen Blend Casual Shirt,12,999.0,11988.0,Bengaluru,,#1367
2026-03-03,Oversized Cotton Tee,15,349.0,5235.0,Bengaluru,,#1367
2026-03-03,Pique Polo T-Shirt,11,599.0,6589.0,Bengaluru,,#1367
2026-03-03,Printed A-Line Kurti,22,799.0,17578.0,Bengaluru,,#1367
2026-03-03,Rayon Crop Top,10,399.0,3990.0,Bengaluru,,#1367
2026-03-03,Linen Blend Casual Shirt,12,999.0,11988.0,Bengaluru,,#1366
2026-03-03,Linen Blend Casual Shirt,6,999.0,5994.0,Chennai,,#1368
2026-03-03,Oversized Cotton Tee,11,349.0,3839.0,Chennai,,#1368
2026-03-03,Pique Polo T-Shirt,17,599.0,10183.0,Chennai,,#1368
2026-03-03,Printed A-Line Kurti,19,799.0,15181.0,Chennai,,#1368
2026-03-03,Rayon Crop Top,14,399.0,5586.0,Chennai,,#1368
2026-03-03,Straight Fit Denim Jeans,6,1499.0,8994.0,Chennai,,#1368
2026-03-03,Linen Blend Casual Shirt,6,999.0,5994.0,Chennai,,#1369
2026-03-03,Oversized Cotton Tee,11,349.0,3839.0,Chennai,,#1369
2026-03-03,Straight Fit Denim Jeans,6,1499.0,8994.0,Chennai,,#1369
2026-03-03,Printed A-Line Kurti,19,799.0,15181.0,Chennai,,#1369
2026-03-03,Straight Fit Denim Jeans,17,1499.0,25483.0,Bengaluru,,#1367
2026-03-04,Printed A-Line Kurti,12,799.0,9588.0,Delhi,,#1379
2026-03-04,Pique Polo T-Shirt,9,599.0,5391.0,Delhi,,#1379
2026-03-04,Oversized Cotton Tee,13,349.0,4537.0,Delhi,,#1379
2026-03-04,Pique Polo T-Shirt,9,599.0,5391.0,Delhi,,#1378
2026-03-04,Straight Fit Denim Jeans,10,1499.0,14990.0,Delhi,,#1378
2026-03-04,Rayon Crop Top,13,399.0,5187.0,Delhi,,#1378
2026-03-04,Printed A-Line Kurti,12,799.0,9588.0,Delhi,,#1378
2026-03-04,Rayon Crop Top,13,399.0,5187.0,Delhi,,#1379
2026-03-04,Linen Blend Casual Shirt,13,999.0,12987.0,Delhi,,#1379
2026-03-04,Straight Fit Denim Jeans,10,1499.0,14990.0,Delhi,,#1379
2026-03-04,Straight Fit Denim Jeans,15,1499.0,22485.0,Mumbai,,#1380
2026-03-04,Oversized Cotton Tee,13,349.0,4537.0,Mumbai,,#1380
2026-03-04,Pique Polo T-Shirt,8,599.0,4792.0,Mumbai,,#1380
2026-03-04,Printed A-Line Kurti,19,799.0,15181.0,Mumbai,,#1380
2026-03-04,Rayon Crop Top,14,399.0,5586.0,Mumbai,,#1380
2026-03-04,Linen Blend Casual Shirt,11,999.0,10989.0,Mumbai,,#1381
2026-03-04,Oversized Cotton Tee,13,349.0,4537.0,Mumbai,,#1381
2026-03-04,Pique Polo T-Shirt,8,599.0,4792.0,Mumbai,,#1381
2026-03-04,Printed A-Line Kurti,19,799.0,15181.0,Mumbai,,#1381
2026-03-04,Rayon Crop Top,14,399.0,5586.0,Mumbai,,#1381
2026-03-04,Oversized Cotton Tee,13,349.0,4537.0,Delhi,,#1378
2026-03-04,Linen Blend Casual Shirt,11,999.0,10989.0,Mumbai,,#1380
2026-03-04,Linen Blend Casual Shirt,13,999.0,12987.0,Delhi,,#1378
2026-03-04,Straight Fit Denim Jeans,15,1499.0,22485.0,Mumbai,,#1381
2026-03-04,Rayon Crop Top,7,399.0,2793.0,Chennai,,#1377
2026-03-04,Linen Blend Casual Shirt,8,999.0,7992.0,Bengaluru,,#1374
2026-03-04,Oversized Cotton Tee,16,349.0,5584.0,Bengaluru,,#1374
2026-03-04,Pique Polo T-Shirt,11,599.0,6589.0,Bengaluru,,#1374
2026-03-04,Printed A-Line Kurti,15,799.0,11985.0,Bengaluru,,#1374
2026-03-04,Rayon Crop Top,13,399.0,5187.0,Bengaluru,,#1374
2026-03-04,Straight Fit Denim Jeans,11,1499.0,16489.0,Bengaluru,,#1374
2026-03-04,Linen Blend Casual Shirt,8,999.0,7992.0,Bengaluru,,#1375
2026-03-04,Oversized Cotton Tee,16,349.0,5584.0,Bengaluru,,#1375
2026-03-04,Pique Polo T-Shirt,11,599.0,6589.0,Bengaluru,,#1375
2026-03-04,Printed A-Line Kurti,15,799.0,11985.0,Bengaluru,,#1375
2026-03-04,Rayon Crop Top,13,399.0,5187.0,Bengaluru,,#1375
2026-03-04,Straight Fit Denim Jeans,4,1499.0,5996.0,Chennai,,#1377
2026-03-04,Linen Blend Casual Shirt,4,999.0,3996.0,Chennai,,#1376
2026-03-04,Oversized Cotton Tee,7,349.0,2443.0,Chennai,,#1376
2026-03-04,Pique Polo T-Shirt,8,599.0,4792.0,Chennai,,#1376
2026-03-04,Printed A-Line Kurti,13,799.0,10387.0,Chennai,,#1376
2026-03-04,Rayon Crop Top,7,399.0,2793.0,Chennai,,#1376
2026-03-04,Straight Fit Denim Jeans,4,1499.0,5996.0,Chennai,,#1376
2026-03-04,Linen Blend Casual Shirt,4,999.0,3996.0,Chennai,,#1377
2026-03-04,Oversized Cotton Tee,7,349.0,2443.0,Chennai,,#1377
2026-03-04,Pique Polo T-Shirt,8,599.0,4792.0,Chennai,,#1377
2026-03-04,Printed A-Line Kurti,13,799.0,10387.0,Chennai,,#1377
2026-03-04,Straight Fit Denim Jeans,11,1499.0,16489.0,Bengaluru,,#1375
2026-03-05,Printed A-Line Kurti,11,799.0,8789.0,Delhi,,#1387
2026-03-05,Pique Polo T-Shirt,15,599.0,8985.0,Delhi,,#1387
2026-03-05,Oversized Cotton Tee,13,349.0,4537.0,Delhi,,#1387
2026-03-05,Linen Blend Casual Shirt,7,999.0,6993.0,Delhi,,#1387
2026-03-05,Oversized Cotton Tee,13,349.0,4537.0,Delhi,,#1386
2026-03-05,Rayon Crop Top,11,399.0,4389.0,Delhi,,#1386
2026-03-05,Printed A-Line Kurti,11,799.0,8789.0,Delhi,,#1386
2026-03-05,Pique Polo T-Shirt,15,599.0,8985.0,Delhi,,#1386
2026-03-05,Rayon Crop Top,11,399.0,4389.0,Delhi,,#1387
2026-03-05,Straight Fit Denim Jeans,4,1499.0,5996.0,Delhi,,#1386
2026-03-05,Straight Fit Denim Jeans,4,1499.0,5996.0,Delhi,,#1387
2026-03-05,Rayon Crop Top,17,399.0,6783.0,Mumbai,,#1388
2026-03-05,Oversized Cotton Tee,23,349.0,8027.0,Mumbai,,#1388
2026-03-05,Pique Polo T-Shirt,10,599.0,5990.0,Mumbai,,#1388
2026-03-05,Printed A-Line Kurti,22,799.0,17578.0,Mumbai,,#1388
2026-03-05,Straight Fit Denim Jeans,11,1499.0,16489.0,Mumbai,,#1388
2026-03-05,Linen Blend Casual Shirt,15,999.0,14985.0,Mumbai,,#1389
2026-03-05,Oversized Cotton Tee,23,349.0,8027.0,Mumbai,,#1389
2026-03-05,Pique Polo T-Shirt,10,599.0,5990.0,Mumbai,,#1389
2026-03-05,Printed A-Line Kurti,22,799.0,17578.0,Mumbai,,#1389
2026-03-05,Rayon Crop Top,17,399.0,6783.0,Mumbai,,#1389
2026-03-05,Linen Blend Casual Shirt,7,999.0,6993.0,Delhi,,#1386
2026-03-05,Linen Blend Casual Shirt,15,999.0,14985.0,Mumbai,,#1388
2026-03-05,Straight Fit Denim Jeans,11,1499.0,16489.0,Mumbai,,#1389
2026-03-05,Straight Fit Denim Jeans,6,1499.0,8994.0,Chennai,,#1385
2026-03-05,Printed A-Line Kurti,12,799.0,9588.0,Chennai,,#1385
2026-03-05,Rayon Crop Top,11,399.0,4389.0,Chennai,,#1385
2026-03-05,Linen Blend Casual Shirt,11,999.0,10989.0,Bengaluru,,#1382
2026-03-05,Oversized Cotton Tee,14,349.0,4886.0,Bengaluru,,#1382
2026-03-05,Pique Polo T-Shirt,10,599.0,5990.0,Bengaluru,,#1382
2026-03-05,Printed A-Line Kurti,10,799.0,7990.0,Bengaluru,,#1382
2026-03-05,Rayon Crop Top,13,399.0,5187.0,Bengaluru,,#1382
2026-03-05,Linen Blend Casual Shirt,11,999.0,10989.0,Bengaluru,,#1383
2026-03-05,Oversized Cotton Tee,14,349.0,4886.0,Bengaluru,,#1383
2026-03-05,Pique Polo T-Shirt,10,599.0,5990.0,Bengaluru,,#1383
2026-03-05,Printed A-Line Kurti,10,799.0,7990.0,Bengaluru,,#1383
2026-03-05,Straight Fit Denim Jeans,6,1499.0,8994.0,Bengaluru,,#1382
2026-03-05,Straight Fit Denim Jeans,6,1499.0,8994.0,Bengaluru,,#1383
2026-03-05,Rayon Crop Top,13,399.0,5187.0,Bengaluru,,#1383
2026-03-05,Oversized Cotton Tee,6,349.0,2094.0,Chennai,,#1385
2026-03-05,Linen Blend Casual Shirt,7,999.0,6993.0,Chennai,,#1385
2026-03-05,Straight Fit Denim Jeans,6,1499.0,8994.0,Chennai,,#1384
2026-03-05,Rayon Crop Top,11,399.0,4389.0,Chennai,,#1384
2026-03-05,Pique Polo T-Shirt,4,599.0,2396.0,Chennai,,#1385
2026-03-05,Pique Polo T-Shirt,4,599.0,2396.0,Chennai,,#1384
2026-03-05,Oversized Cotton Tee,6,349.0,2094.0,Chennai,,#1384
2026-03-05,Linen Blend Casual Shirt,7,999.0,6993.0,Chennai,,#1384
2026-03-05,Printed A-Line Kurti,12,799.0,9588.0,Chennai,,#1384
2026-03-06,Rayon Crop Top,7,399.0,2793.0,Delhi,,#1395
2026-03-06,Pique Polo T-Shirt,7,599.0,4193.0,Delhi,,#1394
2026-03-06,Printed A-Line Kurti,12,799.0,9588.0,Delhi,,#1394
2026-03-06,Rayon Crop Top,7,399.0,2793.0,Delhi,,#1394
2026-03-06,Straight Fit Denim Jeans,10,1499.0,14990.0,Delhi,,#1394
2026-03-06,Linen Blend Casual Shirt,3,999.0,2997.0,Delhi,,#1395
2026-03-06,Oversized Cotton Tee,8,349.0,2792.0,Delhi,,#1395
2026-03-06,Pique Polo T-Shirt,7,599.0,4193.0,Delhi,,#1395
2026-03-06,Printed A-Line Kurti,12,799.0,9588.0,Delhi,,#1395
2026-03-06,Straight Fit Denim Jeans,10,1499.0,14990.0,Delhi,,#1395
2026-03-06,Oversized Cotton Tee,8,349.0,2792.0,Delhi,,#1394
2026-03-06,Oversized Cotton Tee,7,349.0,2443.0,Mumbai,,#1396
2026-03-06,Pique Polo T-Shirt,15,599.0,8985.0,Mumbai,,#1396
2026-03-06,Printed A-Line Kurti,16,799.0,12784.0,Mumbai,,#1396
2026-03-06,Rayon Crop Top,10,399.0,3990.0,Mumbai,,#1396
2026-03-06,Straight Fit Denim Jeans,4,1499.0,5996.0,Mumbai,,#1396
2026-03-06,Linen Blend Casual Shirt,5,999.0,4995.0,Mumbai,,#1397
2026-03-06,Oversized Cotton Tee,7,349.0,2443.0,Mumbai,,#1397
2026-03-06,Printed A-Line Kurti,16,799.0,12784.0,Mumbai,,#1397
2026-03-06,Rayon Crop Top,10,399.0,3990.0,Mumbai,,#1397
2026-03-06,Straight Fit Denim Jeans,4,1499.0,5996.0,Mumbai,,#1397
2026-03-06,Linen Blend Casual Shirt,5,999.0,4995.0,Mumbai,,#1396
2026-03-06,Linen Blend Casual Shirt,3,999.0,2997.0,Delhi,,#1394
2026-03-06,Pique Polo T-Shirt,15,599.0,8985.0,Mumbai,,#1397
2026-03-06,Rayon Crop Top,10,399.0,3990.0,Chennai,,#1393
2026-03-06,Oversized Cotton Tee,12,349.0,4188.0,Bengaluru,,#1390
2026-03-06,Pique Polo T-Shirt,14,599.0,8386.0,Bengaluru,,#1390
2026-03-06,Straight Fit Denim Jeans,7,1499.0,10493.0,Chennai,,#1393
2026-03-06,Printed A-Line Kurti,15,799.0,11985.0,Bengaluru,,#1390
2026-03-06,Rayon Crop Top,7,399.0,2793.0,Bengaluru,,#1390
2026-03-06,Straight Fit Denim Jeans,12,1499.0,17988.0,Bengaluru,,#1390
2026-03-06,Linen Blend Casual Shirt,10,999.0,9990.0,Bengaluru,,#1391
2026-03-06,Oversized Cotton Tee,12,349.0,4188.0,Bengaluru,,#1391
2026-03-06,Pique Polo T-Shirt,14,599.0,8386.0,Bengaluru,,#1391
2026-03-06,Printed A-Line Kurti,15,799.0,11985.0,Bengaluru,,#1391
2026-03-06,Rayon Crop Top,7,399.0,2793.0,Bengaluru,,#1391
2026-03-06,Linen Blend Casual Shirt,10,999.0,9990.0,Bengaluru,,#1390
2026-03-06,Linen Blend Casual Shirt,5,999.0,4995.0,Chennai,,#1392
2026-03-06,Oversized Cotton Tee,9,349.0,3141.0,Chennai,,#1392
2026-03-06,Pique Polo T-Shirt,5,599.0,2995.0,Chennai,,#1392
2026-03-06,Printed A-Line Kurti,8,799.0,6392.0,Chennai,,#1392
2026-03-06,Rayon Crop Top,10,399.0,3990.0,Chennai,,#1392
2026-03-06,Straight Fit Denim Jeans,7,1499.0,10493.0,Chennai,,#1392
2026-03-06,Linen Blend Casual Shirt,5,999.0,4995.0,Chennai,,#1393
2026-03-06,Oversized Cotton Tee,9,349.0,3141.0,Chennai,,#1393
2026-03-06,Pique Polo T-Shirt,5,599.0,2995.0,Chennai,,#1393
2026-03-06,Printed A-Line Kurti,8,799.0,6392.0,Chennai,,#1393
2026-03-06,Straight Fit Denim Jeans,12,1499.0,17988.0,Bengaluru,,#1391
2026-03-07,Printed A-Line Kurti,11,799.0,8789.0,Delhi,,#1403
2026-03-07,Pique Polo T-Shirt,16,599.0,9584.0,Delhi,,#1403
2026-03-07,Oversized Cotton Tee,8,349.0,2792.0,Delhi,,#1403
2026-03-07,Pique Polo T-Shirt,16,599.0,9584.0,Delhi,,#1402
2026-03-07,Straight Fit Denim Jeans,5,1499.0,7495.0,Delhi,,#1402
2026-03-07,Rayon Crop Top,10,399.0,3990.0,Delhi,,#1402
2026-03-07,Printed A-Line Kurti,11,799.0,8789.0,Delhi,,#1402
2026-03-07,Rayon Crop Top,10,399.0,3990.0,Delhi,,#1403
2026-03-07,Linen Blend Casual Shirt,6,999.0,5994.0,Delhi,,#1403
2026-03-07,Straight Fit Denim Jeans,5,1499.0,7495.0,Delhi,,#1403
2026-03-07,Straight Fit Denim Jeans,13,1499.0,19487.0,Mumbai,,#1404
2026-03-07,Oversized Cotton Tee,10,349.0,3490.0,Mumbai,,#1404
2026-03-07,Pique Polo T-Shirt,10,599.0,5990.0,Mumbai,,#1404
2026-03-07,Printed A-Line Kurti,20,799.0,15980.0,Mumbai,,#1404
2026-03-07,Rayon Crop Top,14,399.0,5586.0,Mumbai,,#1404
2026-03-07,Linen Blend Casual Shirt,9,999.0,8991.0,Mumbai,,#1405
2026-03-07,Oversized Cotton Tee,10,349.0,3490.0,Mumbai,,#1405
2026-03-07,Pique Polo T-Shirt,10,599.0,5990.0,Mumbai,,#1405
